;oil_urals;gdp_quart;gdp_quart_growth;cpi;ppi;gdp_deflator;balance_trade;balance_trade_growth;usdrub;eurrub;brent;net_capital_export;gdp_annual;gdp_annual_growth;average_provision_of_build_contract;average_provision_of_build_contract_moscow;rts;micex;micex_rgbi_tr;micex_cbi_tr;deposits_value;deposits_growth;deposits_rate;mortgage_value;mortgage_growth;mortgage_rate;grp;grp_growth;income_per_cap;real_dispos_income_per_cap_growth;salary;salary_growth;fixed_basket;retail_trade_turnover;retail_trade_turnover_per_cap;retail_trade_turnover_growth;labor_force;unemployment;employment;invest_fixed_capital_per_cap;invest_fixed_assets;profitable_enterpr_share;unprofitable_enterpr_share;share_own_revenues;overdue_wages_per_cap;fin_res_per_cap;marriages_per_1000_cap;divorce_rate;construction_value;invest_fixed_assets_phys;pop_natural_increase;pop_migration;pop_total_inc;childbirth;mortality;housing_fund_sqm;lodging_sqm_per_cap;water_pipes_share;baths_share;sewerage_share;gas_share;hot_water_share;electric_stove_share;heating_share;old_house_share;average_life_exp;infant_mortarity_per_1000_cap;perinatal_mort_per_1000_cap;incidence_population;rent_price_4+room_bus;rent_price_3room_bus;rent_price_2room_bus;rent_price_1room_bus;rent_price_3room_eco;rent_price_2room_eco;rent_price_1room_eco;load_of_teachers_preschool_per_teacher;load_of_teachers_school_per_teacher;students_state_oneshift;provision_doctors;provision_nurse;load_on_doctors;power_clinics;hospital_beds_available_per_cap;hospital_bed_occupancy_per_year;provision_retail_space_sqm;provision_retail_space_modern_sqm;turnover_catering_per_cap;theaters_viewers_per_1000_cap;seats_theather_rfmin_per_100000_cap;museum_visitis_per_100_cap;bandwidth_sports;population_reg_sports_share;students_reg_sports_share;apartment_build;apartment_fund_sqm
rent_price_3room_eco;-0.289784617;0.748906855;-0.558793467;0.53800752;0.604631756;0.565930665;0.040253635;0.286849636;0.406335187;0.420275568;-0.296149974;-0.266406849;0.72324971;0.056571685;0.792400703;0.075863647;-0.636064235;-0.125459843;-0.530792138;0.490519258;0.60178393;-0.177435524;0.562413915;0.469106977;-0.68941379;0.329726496;0.866434064;-0.581770875;0.267111006;-0.421987707;0.870904659;-0.612836691;0.564603763;0.88346526;0.879657829;-0.544397425;0.888820579;0.253291762;0.865931479;0.861831861;0.862346764;-0.798133029;0.798133029;0.588749325;0.490865657;-0.689435723;-0.032466535;-0.356296313;0.823610516;-0.109971218;0.745724893;-0.315124292;-0.1834608;0.771959756;-0.422979754;0.7679009;0.630999489;-0.695714849;-0.695714849;-0.67760883;-0.765571095;-0.717122695;-0.021812543;-0.695714849;0.695714849;0.84134602;0.029404779;0.355830684;-0.747680978;0.25011984;0.665745701;0.846123575;0.655143697;1;0.380482916;0.351362358;0.798199451;0.808687717;-0.031490863;0.390511488;-0.771236024;-0.391051018;-0.65094615;-0.804708855;-0.831785021;0.56176847;-0.664591811;0.871229462;0.811889606;0.41373378;0.807090843;0.793978319;0.791714108;0.705180131;0.742300088;0.09801251
rent_price_2room_eco;-0.054832858;0.260813239;-0.143216448;0.154783962;0.192463558;0.142814154;0.035045245;0.160511723;0.097527282;0.11063851;-0.063933282;0.027129274;0.247671382;0.062344545;0.39296377;0.07255128;-0.27684696;-0.206245154;-0.255143242;0.141226382;0.210165727;0.083920597;0.130481902;0.395470599;-0.193788259;0.014500431;0.347649473;-0.28157857;0.130743218;-0.280493532;0.324429946;-0.241179303;0.173865025;0.356132856;0.356603002;-0.155462689;0.366313945;-0.022939958;0.376242827;0.341736407;0.340697512;-0.343860426;0.343860426;0.25214835;0.095326889;-0.290817575;-0.050473199;-0.2525856;0.341369425;0.019798417;0.281517618;-0.123033761;-0.074863046;0.305509293;-0.146706387;0.330670607;0.284035171;-0.311240565;-0.311240565;-0.300050635;-0.277290077;-0.314232382;-0.03283135;-0.311240565;0.311240565;0.305372239;0.015788627;0.185589663;-0.325779473;0.122996405;0.237111915;0.380969531;0.374092921;0.380482916;1;0.168215684;0.231671838;0.323316964;-0.075383524;0.133201833;-0.323766051;-0.140085646;-0.303519399;-0.285498009;-0.31154332;0.768613533;-0.541519061;0.342321476;0.206150249;0.156361253;0.178785574;0.241783129;0.259259984;0.134868745;0.315315456;0.05687189
rent_price_1room_eco;0.079385484;0.297075002;9.57E-05;0.050299853;0.101583097;0.066367197;0.177028981;0.04421423;-0.003993384;0.018370015;0.076474475;0.117385372;0.165422311;0.092708191;0.347302925;-0.015857813;-0.143323103;-0.201288025;-0.238917123;0.043236851;0.094404701;-0.150446968;0.101266039;0.318673055;-0.113337906;-0.032309361;0.327802205;-0.288023882;0.156742414;-0.283518404;0.263110711;-0.194609509;0.055390174;0.307562306;0.310001219;-0.079199891;0.314114307;-0.059233928;0.329875302;0.290461782;0.288598051;-0.334775978;0.334775978;0.256719668;0.062056572;-0.28488037;-0.059669033;-0.249782481;0.33102805;0.018485132;0.229045405;-0.099289081;-0.056333906;0.249395484;-0.118597232;0.317429958;0.272459481;-0.301046338;-0.301046338;-0.288562805;-0.256326599;-0.303345392;-0.032720363;-0.301046338;0.301046338;0.243658392;0.009025443;0.180738489;-0.324120945;-0.022739422;0.188466513;0.28536568;0.423836745;0.351362358;0.168215684;1;0.205474515;0.259415242;-0.099222992;0.098011533;-0.267568877;-0.085396699;-0.307583854;-0.282489965;-0.310302878;0.742962314;-0.264785099;0.286273732;0.179952785;0.096670531;0.144950483;0.182348232;0.254084697;0.113865661;0.302919653;0.017606029
load_of_teachers_preschool_per_teacher;0.807779261;0.911501719;-0.477324635;0.919422876;0.942706501;0.953815386;0.531318841;0.378986205;0.395962654;0.232381927;0.775431154;-0.538753927;0.960202757;0.851615565;0.835137339;-0.065022186;-0.214936076;-0.053975243;0.337110752;0.88870097;0.901702414;-0.076774996;0.770870627;0.562057854;-0.866425034;-0.592216774;0.957556343;-0.924816876;0.277800869;-0.204366905;0.938770913;-0.749501951;0.889521706;0.958296634;0.955461232;-0.857230719;0.992120854;-0.529699519;0.987631286;0.938629056;0.936399574;-0.858972598;0.858972598;0.067929612;0.849690466;-0.247608113;-0.292290061;-0.733530673;0.802797028;0.712437072;0.964138344;-0.531268013;-0.355513215;0.94473796;-0.852642172;0.932950168;0.923334682;-0.895572149;-0.895572149;-0.914824534;-0.75393686;-0.896497067;-0.712267749;-0.895572149;0.895572149;0.911377987;0.885728768;0.828750995;-0.343793518;-0.244573455;0.552194686;0.76023835;0.696844829;0.798199451;0.231671838;0.205474515;1;0.974678177;0.999653299;0.875763586;-0.780120747;0.852252221;-0.255641806;-0.669873267;-0.876712525;1;-1;0.951384532;0.979293612;0.731003973;0.960587348;0.793061113;0.67910039;0.788363786;0.904505608;-0.229597393
load_of_teachers_school_per_teacher;-0.442690748;0.87753819;-0.810455525;0.954517398;0.938843941;0.931392199;-0.047820968;0.424314368;0.81122967;0.812405815;-0.444704596;-0.599603253;0.941196942;0.315687119;0.698587598;0.471801214;-0.797445432;0.300308886;-0.689244317;0.918913915;0.947434612;-0.16693361;0.749270989;0.45568007;-0.838331151;0.180865834;0.932789679;-0.786576843;0.363603021;-0.743112681;0.948645851;-0.892979678;0.953683567;0.906170182;0.8908605;-0.844503948;0.937471712;0.041016325;0.922072553;0.916722006;0.921896897;-0.907704006;0.907704006;0.432276072;0.550590228;-0.755047315;0.022938443;-0.732668704;0.903099565;0.236359801;0.736291156;-0.584650694;-0.481063657;0.906889662;-0.502270435;0.894662728;0.804994396;-0.850156475;-0.850156475;-0.833632263;-0.822198171;-0.857546478;-0.142999803;-0.850156475;0.850156475;0.839700704;0.212040279;0.573459567;-0.770034837;0.496264708;0.848701215;0.822920329;0.44963772;0.808687717;0.323316964;0.259415242;0.974678177;1;0.048679971;0.616042735;-0.976243111;-0.60291145;-0.631511169;-0.842317496;-0.909825666;1;-1;0.950582278;0.930379946;0.685954418;0.874336005;0.959635064;0.772293941;0.702686311;0.863958562;0.513619293
students_state_oneshift;-0.142825224;0.116492404;-0.151108294;0.121043536;0.163615807;0.220494402;-0.185209259;-0.023059573;0.142682825;0.027991573;-0.153518972;-0.325949475;0.237649703;0.180994953;-0.025994889;0.215347982;-0.13436726;0.032790022;0.199242556;0.113519441;0.127353617;0.094711026;0.245132838;-0.089255903;-0.393895881;0.304548292;-0.230728408;-0.32764504;0.084389707;0.714543293;0.016371797;-0.351319767;0.105491991;-0.07086407;-0.127502997;-0.352671895;-0.065350187;-0.083318931;-0.275925145;0.196385277;0.193278568;0.504125012;-0.504125012;0.140923017;0.372989574;0.666163744;-0.846318259;-0.176275063;-0.173491636;0.654951313;0.371480497;0.949390005;0.919052551;0.486403436;0.313046062;0.286234538;0.536966799;-0.403397634;-0.403397634;-0.461211612;0.519200897;-0.373388391;-0.910314513;-0.403397634;0.403397634;-0.120442999;0.957625158;0.742840054;0.248691841;-0.125271449;-0.05525513;-0.079846261;-0.276910165;-0.031490863;-0.075383524;-0.099222992;0.999653299;0.048679971;1;0.678214289;0.043632679;0.165739623;-0.092263505;0.399683331;0.29905993;1;;0.129785703;0.94465027;-0.131752203;0.80132705;-0.012254537;-0.231645887;0.776605209;0.339265704;0.141499899
provision_doctors;0.79555754;0.670525287;-0.27862506;0.60638635;0.773024543;-0.718676476;0.525702588;0.389098697;0.139940156;0.173258094;0.77414639;0.165549452;0.675643885;0.988597675;0.762764625;0.142685184;-0.013210985;0.187585431;-0.056037024;0.629766228;0.614307376;-0.093663379;-0.331828073;0.381115514;0.453847035;-0.787977495;0.710048583;0.364760594;0.214307349;-0.374425573;0.649037061;0.330235684;0.601462548;0.658098519;0.669527611;-0.583194792;0.697448897;-0.545285893;0.688166623;0.623505914;0.617474428;-0.407595432;0.407595432;-0.28705442;0.831186036;-0.203770405;0.209883846;-0.678279387;0.418243209;0.54138822;0.941494196;-0.840604816;-0.744291723;0.670372893;-0.972282278;0.629696143;0.643993159;-0.5799954;-0.5799954;-0.617593915;-0.639132862;-0.57594035;-0.24555124;-0.5799954;0.5799954;0.866851414;0.470916361;0.502355085;-0.062081709;-0.194281551;0.177100518;0.167772654;0.182411181;0.390511488;0.133201833;0.098011533;0.875763586;0.616042735;0.678214289;1;-0.353786712;0.494121833;0.104567721;0.927030692;0.901815071;1;-1;0.619928334;0.8070488;0.95417017;0.890844163;-0.948968039;-0.830386538;0.520821517;0.586718071;0.23558222
provision_nurse;0.541057825;-0.806625943;0.787263381;-0.919240459;-0.868517552;-0.89934967;0.115831375;-0.401838626;-0.827476444;-0.830571936;0.540053471;0.564718448;-0.872038279;-0.124119859;-0.594382971;-0.448778156;0.834428629;-0.260494516;0.737450996;-0.864468487;-0.897613542;0.167777157;-0.715737612;-0.425422356;0.785343446;-0.272341874;-0.81082442;0.733526383;-0.33584335;0.807572853;-0.892275801;0.877903422;-0.916974162;-0.843607742;-0.825498066;0.832914104;-0.875889569;-0.105123263;-0.871298034;-0.853529964;-0.860861247;0.910664152;-0.910664152;-0.556783702;-0.286840036;0.816635539;-0.001085333;0.636908225;-0.873464072;-0.085381832;-0.583783082;0.415736079;0.342792293;-0.831171204;0.326654113;-0.777847389;-0.665829195;0.741876969;0.741876969;0.707556064;0.713911479;0.749983658;0.027903364;0.741876969;-0.741876969;-0.723424702;-0.024074168;-0.44647731;0.853624129;-0.524214387;-0.846767911;-0.818017129;-0.461533106;-0.771236024;-0.323766051;-0.267568877;-0.780120747;-0.976243111;0.043632679;-0.353786712;1;0.710772994;0.738067809;0.813756278;0.875279355;-1;-1;-0.897739386;-0.724812487;-0.551697842;-0.585069098;-0.94285146;-0.719862744;-0.519611279;-0.751177337;-0.52253208
load_on_doctors;0.828428155;-0.329420294;0.588804491;-0.616472278;-0.469183652;-0.600428691;0.426729508;-0.291650718;-0.80146499;-0.780680437;0.815703935;0.421294787;-0.326261254;0.341945361;-0.031842748;-0.589831194;0.644803127;-0.462581288;0.78638497;-0.423731708;-0.455304953;0.077188809;-0.673048076;-0.061707468;0.55255608;-0.537812759;0.232456615;0.038678157;-0.154448239;0.58441316;-0.399577172;0.708773276;-0.586146101;-0.268256553;-0.245702919;0.765773805;-0.323658132;-0.323095731;-0.349131296;-0.26638056;-0.281922916;0.139431344;-0.139431344;-0.035485663;0.726053873;0.323261798;-0.319776286;-0.065333776;0.088845499;0.37144422;0.028575248;-0.050192746;0.075802031;-0.281294623;-0.22154049;0.365476001;0.460075794;-0.381029392;-0.381029392;-0.428255595;-0.142357083;-0.3820645;-0.586333969;-0.381029392;0.381029392;-0.182459793;0.727922204;0.500753814;0.164775635;-0.575411587;-0.696975652;-0.507971165;-0.043092145;-0.391051018;-0.140085646;-0.085396699;0.852252221;-0.60291145;0.165739623;0.494121833;0.710772994;1;0.077746438;0.292786588;0.280007102;1;-1;-0.360396731;0.93542185;-0.228722353;0.937744464;-0.794582687;-0.089706732;0.971348765;0.39456172;-0.774307736
power_clinics;0.216692829;-0.542828254;0.610634305;-0.609252022;-0.455319191;-0.978366145;-0.070304908;-0.102226725;-0.542476976;-0.471500687;0.226425515;0.466894207;-0.647846383;0.225743791;-0.328760014;0.115965757;0.730747563;0.541815267;0.177175635;-0.604036932;-0.637336663;0.120972119;-0.494618905;-0.410771862;0.865672162;-0.236128503;-0.546798368;0.892438864;-0.204611917;0.24991814;-0.601440385;0.760968942;-0.604696107;-0.605731075;-0.578663925;0.658900958;-0.575972892;-0.115432407;-0.515910087;-0.69740019;-0.702098794;0.669220711;-0.669220711;-0.962854882;-0.128382963;0.588589041;0.481710313;0.268276188;-0.792585464;0.070192288;-0.216716656;-0.232076517;-0.334746323;-0.644552782;-0.032388965;-0.70099629;-0.626156309;0.720276488;0.720276488;0.677305034;0.403554832;0.732653104;0.295860976;0.720276488;-0.720276488;-0.278847622;-0.18110098;-0.522564261;0.907545243;-0.20015814;-0.622969015;-0.740548384;-0.706771272;-0.65094615;-0.303519399;-0.307583854;-0.255641806;-0.631511169;-0.092263505;0.104567721;0.738067809;0.077746438;1;0.810303792;0.897136978;-1;-1;-0.690266252;-0.353471273;0.213743926;-0.148977698;-0.834737934;-0.831156819;-0.546510494;-0.729768892;0.260338467
hospital_beds_available_per_cap;0.448397935;-0.785368509;0.843668682;-0.948460039;-0.853692689;-0.89184683;-0.106225502;-0.128283928;-0.670684775;-0.729047554;0.439127855;0.274961426;-0.867840135;0.969573215;-0.663103584;0.214849665;0.701278889;0.403190656;0.386826206;-0.93621101;-0.936526743;0.169086547;-0.394919389;-0.496414916;0.703543841;-0.355836028;-0.981593749;0.476822267;-0.246193125;0.392253505;-0.983409857;0.334801674;-0.965548768;-0.977097122;-0.986976511;0.434223181;-0.954721696;-0.55106335;-0.93631231;-0.872278911;-0.876170936;0.982868673;-0.982868673;-0.835305582;-0.377320927;0.949886746;-0.104598175;-0.045360038;-0.964409934;0.617954049;-0.75928131;0.132531765;0.032834996;-0.576075097;0.451439644;-0.702479357;-0.430240152;0.576075097;0.576075097;0.529356318;0.954075101;0.623350978;-0.288717508;0.576075097;-0.576075097;-0.985707877;0.359672559;-0.050318999;0.97077281;-0.386025645;-0.748818246;-0.838405777;-0.785057636;-0.804708855;-0.285498009;-0.282489965;-0.669873267;-0.842317496;0.399683331;0.927030692;0.813756278;0.292786588;0.810303792;1;0.984483347;-1;;-0.913306805;-0.863401899;0.510607511;-0.975501856;-0.992995373;-0.97858347;-0.983564235;-0.677083958;0.511750796
hospital_bed_occupancy_per_year;0.431279131;-0.83173187;0.811687439;-0.961831763;-0.895967505;-0.946670293;-0.116970265;-0.147833817;-0.677292154;-0.702993147;0.424560125;0.337154973;-0.929943527;0.959081215;-0.700331929;0.185253815;0.748747484;0.470360706;0.371032414;-0.951741389;-0.960078608;0.166877581;-0.44087675;-0.511063746;0.762353079;-0.357527432;-0.994956626;0.623277177;-0.248180683;0.421491439;-0.995003495;0.490914165;-0.96802318;-0.997647272;-0.998992499;0.585520221;-0.991141124;-0.41815877;-0.957692873;-0.934145892;-0.937204121;0.974811966;-0.974811966;-0.901889154;-0.326795408;0.903601864;0.053877118;0.112900121;-0.991480904;0.470447411;-0.812745661;0.006792932;-0.090635642;-0.700313534;0.317110827;-0.805302299;-0.569370884;0.700313534;0.700313534;0.657199368;0.886973264;0.738693678;-0.137271656;0.700313534;-0.700313534;-0.949827989;0.221874479;-0.213692752;0.997752729;-0.363665571;-0.771099774;-0.862448474;-0.81481409;-0.831785021;-0.31154332;-0.310302878;-0.876712525;-0.909825666;0.29905993;0.901815071;0.875279355;0.280007102;0.897136978;0.984483347;1;-1;;-0.966696558;-0.981264904;0.517843905;-0.993606377;-0.991082119;-0.965689194;-0.98825847;-0.779784999;0.42240474
provision_retail_space_sqm;0.097438653;0.752034062;0.074724222;0.815451194;0.747291142;1;0.100828039;0.174102266;0.537335873;-0.455417077;0.056928757;-0.533981386;1;-1;0.444320152;0.15606395;-0.586984743;-0.552776267;0.313517469;0.832155435;0.896632332;-0.009837681;0.777581582;0.358835134;-0.821677807;0.148087034;1;-1;0.084774319;-1;1;-1;0.825947866;1;1;-1;1;-1;1;1;1;-1;1;1;-1;1;-1;-1;1;1;1;1;1;1;1;1;1;-1;-1;-1;1;-1;-1;-1;1;-1;1;1;-1;-0.134349909;0.447744084;0.63458078;0.616715654;0.56176847;0.768613533;0.742962314;1;1;1;1;-1;1;-1;-1;-1;1;;1;1;-1;1;1;1;1;1;1
provision_retail_space_modern_sqm;-0.938379586;-0.830438559;0.085459244;-0.931069592;-0.911638946;;-0.654460244;-0.733587586;0.398136358;-0.227261699;-0.920728834;;-1;-1;-0.700125731;;-0.551481537;-0.564692584;0.513997445;-0.847502046;-0.871591676;0.095831035;;-0.473171474;;0.870523486;-1;;-0.122711125;1;-1;;-0.955489725;-1;-1;1;-1;1;-1;-1;-1;1;-1;1;-1;1;-1;1;1;-1;-1;1;1;-1;1;-1;-1;0;0;1;1;0;-1;0;0;-1;-1;1;-1;0.232505187;-0.349005801;-0.230359299;-0.226386007;-0.664591811;-0.541519061;-0.264785099;-1;-1;;-1;-1;-1;-1;;;;1;-1;-1;-1;-1;;;-1;-1;
turnover_catering_per_cap;-0.280725423;0.919949027;-0.797919617;0.918267167;0.926774657;0.98890243;0.061984711;0.369612288;0.68532954;0.699566301;-0.287852058;-0.59378087;0.995457305;0.39213763;0.778782731;0.288883999;-0.74677276;0.156125509;-0.526311246;0.94711073;0.969704521;-0.172625814;0.662472115;0.521063494;-0.884588351;0.096751757;0.978708795;-0.781363911;0.3839094;-0.506186545;0.988343749;-0.779503566;0.931143841;0.980528093;0.969571937;-0.715354132;0.98276383;0.074833479;0.947273945;0.994381967;0.995775968;-0.90316851;0.90316851;0.544810488;0.715379172;-0.738100704;-0.054229097;-0.59774995;0.965557656;0.164473701;0.829462798;-0.499414267;-0.366275138;0.949819617;-0.6116846;0.961884072;0.867863927;-0.91415219;-0.91415219;-0.902310267;-0.874903419;-0.930088558;-0.22162953;-0.91415219;0.91415219;0.902625657;0.308833939;0.623729701;-0.81275554;0.392689454;0.77360292;0.850340544;0.579812029;0.871229462;0.342321476;0.286273732;0.951384532;0.950582278;0.129785703;0.619928334;-0.897739386;-0.360396731;-0.690266252;-0.913306805;-0.966696558;1;-1;1;0.9881509;0.626611863;0.931747904;0.924017688;0.926053687;0.926407334;0.948062713;0.167659673
theaters_viewers_per_1000_cap;0.737900175;0.914008155;-0.624390971;0.961127766;0.930182565;0.999995993;0.492776467;0.299457306;0.460887828;0.31827969;0.702134492;-0.503641609;0.993013236;0.77386351;0.815039462;-0.159553851;-0.277897773;-0.107765535;0.454146346;0.944018025;0.956496499;-0.076536204;0.724117477;0.583723518;-0.927939042;-0.485386391;0.98771294;-0.766014386;0.305530063;-0.001962893;0.985772298;-0.513598416;0.948128361;0.994445288;0.989506627;-0.812365035;0.994913587;-0.354118534;0.958194281;0.980996044;0.979802585;-0.943426557;0.943426557;0.205750492;0.90031915;-0.415753852;-0.312053221;-0.594981997;0.899241331;0.574221026;0.941217374;-0.441662264;-0.255944897;0.945946338;-0.820629185;0.95424531;0.919599918;-0.908273513;-0.908273513;-0.923442313;-0.81695857;-0.918725293;-0.688528674;-0.908273513;0.908273513;0.907844771;0.857407136;0.801306544;-0.489796532;-0.226271448;0.512983485;0.810231027;0.717082679;0.811889606;0.206150249;0.179952785;0.979293612;0.930379946;0.94465027;0.8070488;-0.724812487;0.93542185;-0.353471273;-0.863401899;-0.981264904;1;-1;0.9881509;1;0.613754447;0.974674202;0.940382793;0.869639904;0.89633235;0.937750863;-0.513792924
seats_theather_rfmin_per_100000_cap;0.046689506;0.654631591;-0.39833842;0.622651833;0.740441982;0.107222271;0.203858817;0.394172156;0.441950404;0.449827932;0.044773267;-0.18532947;0.655024089;0.83633008;0.707525338;0.569232589;-0.285403486;0.433748528;-0.423604868;0.619938169;0.623192154;-0.108631625;0.417004822;0.317571146;-0.134653548;-0.297964636;0.618911357;0.372756285;0.23906499;-0.565306662;0.659140835;-0.454611067;0.621465226;0.652587577;0.660733548;-0.527588319;0.709203549;-0.386716489;0.732673055;0.604070606;0.602277289;-0.380367388;0.380367388;-0.429560243;0.646893079;-0.213622332;0.345225051;-0.724556481;0.312395705;0.53722985;0.854235077;-0.914453398;-0.858981523;0.644106905;-0.843229003;0.491797223;0.500594787;-0.438322321;-0.438322321;-0.471099223;-0.570052344;-0.428781196;-0.095550468;-0.438322321;0.438322321;0.830563436;0.305834159;0.36476383;0.013589099;0.201890913;0.44694951;0.305681531;0.061731647;0.41373378;0.156361253;0.096670531;0.731003973;0.685954418;-0.131752203;0.95417017;-0.551697842;-0.228722353;0.213743926;0.510607511;0.517843905;-1;-1;0.626611863;0.613754447;1;0.719378252;0.341650812;-0.676542648;0.248591003;0.432569889;0.913101475
museum_visitis_per_100_cap;0.81043688;0.899688294;-0.622530818;0.952959755;0.939415055;0.952380023;0.528930875;0.324993701;0.365545125;0.355897482;0.776563161;-0.420321333;0.943592829;0.863924559;0.834645956;-0.238867868;-0.151309875;0.014615672;0.397080845;0.929569791;0.929796108;-0.080265694;0.609676147;0.565432259;-0.902361249;-0.577078169;0.994216078;-0.535923435;0.300516825;-0.031845091;0.980095676;-0.230271462;0.944920086;0.982884485;0.990801942;-0.690787222;0.983240982;-0.318871765;0.974578874;0.917292854;0.915172714;-0.928569189;0.928569189;0.020512743;0.962625589;-0.482103998;-0.092147814;-0.535642039;0.81863113;0.505080439;0.982409363;-0.612020815;-0.445920598;0.855727824;-0.921844186;0.863609156;0.816289369;-0.793710349;-0.793710349;-0.817364516;-0.906816937;-0.80754486;-0.521515214;-0.793710349;0.793710349;0.977816743;0.74026234;0.664066216;-0.333863875;-0.228537727;0.470232633;0.744846629;0.651413749;0.807090843;0.178785574;0.144950483;0.960587348;0.874336005;0.80132705;0.890844163;-0.585069098;0.937744464;-0.148977698;-0.975501856;-0.993606377;1;-1;0.931747904;0.974674202;0.719378252;1;0.999199084;0.978175111;0.851643437;0.836486743;-0.749043251
bandwidth_sports;-0.828356839;0.827409438;-0.885556247;0.96920172;0.928300929;0.942390102;-0.391893423;0.288199487;0.868943635;0.875553676;-0.82424544;-0.569319619;0.912491406;-0.982088546;0.514682823;0.429795478;-0.869331873;0.261852066;-0.71048031;0.922538646;0.957422788;-0.128975979;0.741868331;0.306962629;-0.859729774;0.68155081;0.978314489;-0.535293586;0.318095665;-0.4854983;0.967702402;-0.749604526;0.979420885;0.886994304;0.8705197;-0.835117255;0.919563052;0.628892532;0.883479896;0.864311889;0.873661608;-0.995255104;0.995255104;0.83640923;0.275231151;-0.952347394;0.074233256;-0.063287729;0.96603547;-0.551377141;0.716298654;-0.139911037;-0.04264547;0.776081792;0.267030332;0.721012607;0.459477724;-0.603174835;-0.603174835;-0.554381533;-0.921754191;-0.644860641;0.26390031;-0.603174835;0.603174835;0.932179326;-0.348579128;0.090529024;-0.981142268;0.587383494;0.831678935;0.810821605;0.36983006;0.793978319;0.241783129;0.182348232;0.793061113;0.959635064;-0.012254537;-0.948968039;-0.94285146;-0.794582687;-0.834737934;-0.992995373;-0.991082119;1;;0.924017688;0.940382793;0.341650812;0.999199084;1;0.954304724;0.999999975;0.690194583;0.346699565
population_reg_sports_share;-0.397693596;0.79171508;-0.890549041;0.937237861;0.847338624;0.924476273;0.098403548;0.071428401;0.611507693;0.655819009;-0.398745596;-0.311042518;0.905777321;-0.899138992;0.664131383;-0.244800501;-0.68655432;-0.434612019;-0.244099317;0.957796047;0.954264079;-0.150933495;0.399196198;0.488546029;-0.790214009;0.434621336;0.983160721;-0.490911087;0.267247277;-0.202088478;0.984356299;-0.297080073;0.963707593;0.971599009;0.97613902;-0.440670418;0.926350634;0.620529495;0.860302223;0.907161792;0.909557538;-0.925439277;0.925439277;0.887242532;0.5488398;-0.87466123;0.00112666;0.122635528;0.96987813;-0.598599462;0.857592327;0.022670393;0.12342315;0.636004224;-0.538996773;0.756320135;0.504351229;-0.636004224;-0.636004224;-0.598891134;-0.93597912;-0.685512521;0.176301555;-0.636004224;0.636004224;0.987905437;-0.229067982;0.133312062;-0.955985203;0.314391952;0.670641846;0.805270788;0.747461878;0.791714108;0.259259984;0.254084697;0.67910039;0.772293941;-0.231645887;-0.830386538;-0.719862744;-0.089706732;-0.831156819;-0.97858347;-0.965689194;1;;0.926053687;0.869639904;-0.676542648;0.978175111;0.954304724;1;0.985744033;0.743738937;-0.643291705
students_reg_sports_share;0.461720787;0.777215232;-0.826482615;0.902424821;0.758269262;0.939338823;0.328620652;0.08548564;0.546961984;0.447800671;0.423859396;-0.406326671;0.920765003;0.47211975;0.643733794;-0.247747861;-0.392573433;-0.228124076;0.64550324;0.92145669;0.933185243;-0.063552906;0.590148434;0.544475828;-0.892606385;-0.164756392;0.900655849;-0.501515845;0.31950204;0.439852968;0.937471948;-0.190926086;0.930154231;0.922471347;0.911478571;-0.61307844;0.850998311;0.072160731;0.745460142;0.933708377;0.935094148;-0.983939548;0.983939548;0.504140262;0.860858238;-0.702883767;-0.345897588;-0.215981932;0.983985505;0.200844454;0.740729355;-0.150910687;0.031377234;0.820000751;-0.608344422;0.870397287;0.789343269;-0.817162673;-0.817162673;-0.819710989;-0.812066154;-0.845951434;-0.561736591;-0.817162673;0.817162673;0.749146063;0.686110632;0.644028536;-0.75723759;-0.159729787;0.372177535;0.77138896;0.644301195;0.705180131;0.134868745;0.113865661;0.788363786;0.702686311;0.776605209;0.520821517;-0.519611279;0.971348765;-0.546510494;-0.983564235;-0.98825847;1;-1;0.926407334;0.89633235;0.248591003;0.851643437;0.999999975;0.985744033;1;0.884059262;-0.775096574
apartment_build;0.385645251;0.851396354;-0.66910864;0.853121631;0.851333322;0.936639833;0.391058811;0.289535657;0.463750615;0.412035753;0.358743782;-0.497448429;0.965463407;0.493311014;0.756678168;-0.111834984;-0.568203349;-0.328958978;-0.068737272;0.883344045;0.898923901;-0.139512768;0.474153441;0.559899728;-0.89910404;-0.311083868;0.882455606;-0.910644127;0.308510106;-0.328077094;0.883043632;-0.746398218;0.850493174;0.891449121;0.873951847;-0.927040543;0.888491723;-0.273519884;0.812309069;0.969180303;0.967991886;-0.735277291;0.735277291;0.593847958;0.696942822;-0.51195776;-0.349196205;-0.652447073;0.883477944;0.362224933;0.806819861;-0.302610644;-0.141053357;0.987788865;-0.617216524;0.997039337;0.97088278;-0.991938677;-0.991938677;-0.988085332;-0.697942059;-0.997247917;-0.513657461;-0.991938677;0.991938677;0.775255241;0.572614765;0.825152518;-0.723639254;0.032590351;0.576030727;0.710277065;0.685722039;0.742300088;0.315315456;0.302919653;0.904505608;0.863958562;0.339265704;0.586718071;-0.751177337;0.39456172;-0.729768892;-0.677083958;-0.779784999;1;-1;0.948062713;0.937750863;0.432569889;0.836486743;0.690194583;0.743738937;0.884059262;1;-0.303242289
